#Time,pitch(deg),roll(deg),yaw(deg),X-Acceleration(g),Y-Acceleration(g),Z-Acceleration(g),Pressure(Millibars),Temperature(deg C),Humidity(%)
149.504,-6.684,2.351,-104.990,0.986,0.041,0.114,1031.226,33.277,40.777
149.535,-6.687,2.355,-104.982,0.985,0.040,0.114,1031.223,33.277,40.777
149.571,-6.683,2.354,-104.980,0.988,0.040,0.118,1031.223,33.150,40.536
149.606,-6.684,2.349,-104.990,0.985,0.042,0.118,1031.227,33.150,40.536
149.638,-6.683,2.353,-105.003,0.985,0.042,0.116,1031.226,33.150,40.536
149.675,-6.686,2.356,-105.008,0.987,0.038,0.115,1031.226,33.277,41.325
149.706,-6.684,2.349,-105.012,0.988,0.039,0.117,1031.229,33.277,41.325
149.742,-6.682,2.348,-105.013,0.984,0.042,0.117,1031.223,33.277,41.325
149.772,-6.681,2.347,-105.011,0.986,0.041,0.117,1031.223,33.277,41.325
149.809,-6.682,2.346,-105.008,0.983,0.041,0.115,1031.217,33.241,40.401
149.844,-6.686,2.347,-105.002,0.988,0.039,0.116,1031.216,33.241,40.401
149.875,-6.685,2.345,-105.001,0.988,0.040,0.117,1031.214,33.241,40.401
149.911,-6.684,2.341,-105.008,0.984,0.042,0.118,1031.211,33.241,40.401
149.944,-6.685,2.340,-105.012,0.984,0.040,0.115,1031.215,33.331,40.883
149.978,-6.683,2.345,-105.014,0.986,0.039,0.114,1031.215,33.331,40.883
150.014,-6.682,2.350,-105.014,0.989,0.039,0.116,1031.211,33.331,40.883
150.045,-6.679,2.352,-105.016,0.988,0.041,0.117,1031.212,33.331,40.883
150.082,-6.677,2.351,-105.020,0.983,0.041,0.116,1031.216,33.186,40.609
150.114,-6.677,2.355,-105.012,0.986,0.040,0.114,1031.213,33.186,40.609
150.149,-6.678,2.354,-105.008,0.987,0.039,0.114,1031.210,33.186,40.609
150.180,-6.678,2.350,-105.009,0.986,0.040,0.116,1031.210,33.186,40.609
150.216,-6.677,2.347,-105.012,0.988,0.043,0.118,1031.209,33.114,40.371
150.252,-6.679,2.349,-105.013,0.983,0.041,0.117,1031.211,33.114,40.371
150.283,-6.683,2.349,-105.013,0.982,0.039,0.113,1031.211,33.114,40.371
150.319,-6.682,2.347,-105.018,0.989,0.040,0.115,1031.210,33.114,40.371
150.355,-6.679,2.345,-105.024,0.985,0.042,0.117,1031.209,33.168,39.670
150.386,-6.681,2.348,-105.024,0.982,0.043,0.117,1031.209,33.168,39.670
150.421,-6.683,2.351,-105.019,0.985,0.040,0.116,1031.203,33.168,39.670
150.453,-6.682,2.353,-105.016,0.982,0.039,0.115,1031.209,33.168,39.670
150.489,-6.681,2.355,-105.012,0.986,0.041,0.118,1031.211,33.241,40.167
150.521,-6.681,2.357,-105.012,0.987,0.041,0.117,1031.210,33.241,40.167
150.556,-6.681,2.354,-105.007,0.984,0.041,0.115,1031.210,33.241,40.167
150.593,-6.683,2.351,-105.005,0.986,0.040,0.115,1031.212,33.186,40.306
150.623,-6.682,2.348,-105.003,0.986,0.040,0.116,1031.212,33.186,40.306
150.659,-6.681,2.348,-105.001,0.983,0.041,0.117,1031.212,33.186,40.306
150.694,-6.676,2.351,-105.004,0.981,0.042,0.118,1031.213,33.186,40.306
150.727,-6.678,2.350,-105.003,0.982,0.039,0.114,1031.214,33.295,40.072
150.762,-6.677,2.351,-105.002,0.986,0.039,0.115,1031.211,33.295,40.072
150.792,-6.678,2.350,-104.995,0.986,0.041,0.117,1031.211,33.295,40.072
150.828,-6.677,2.349,-104.989,0.982,0.043,0.117,1031.212,33.295,40.072
150.864,-6.676,2.346,-104.982,0.984,0.042,0.115,1031.212,33.331,38.343
150.896,-6.678,2.347,-104.972,0.986,0.039,0.115,1031.206,33.331,38.343
150.932,-6.678,2.348,-104.963,0.987,0.040,0.116,1031.205,33.331,38.343
150.963,-6.677,2.346,-104.958,0.986,0.042,0.119,1031.207,33.331,38.343
150.999,-6.679,2.342,-104.951,0.981,0.043,0.118,1031.210,33.223,39.929
151.030,-6.681,2.343,-104.942,0.983,0.041,0.115,1031.210,33.223,39.929
151.065,-6.686,2.345,-104.930,0.982,0.039,0.112,1031.212,33.223,39.929
151.100,-6.685,2.347,-104.923,0.986,0.040,0.117,1031.212,33.223,39.929
151.137,-6.686,2.347,-104.918,0.983,0.042,0.118,1031.211,33.223,40.090
151.168,-6.689,2.350,-104.913,0.981,0.040,0.116,1031.212,33.223,40.090
151.204,-6.689,2.349,-104.909,0.984,0.039,0.115,1031.218,33.223,40.090
151.234,-6.690,2.350,-104.902,0.983,0.039,0.114,1031.218,33.223,40.090
151.271,-6.688,2.349,-104.899,0.986,0.041,0.118,1031.216,33.313,40.456
151.306,-6.688,2.349,-104.893,0.985,0.042,0.117,1031.218,33.313,40.456
151.338,-6.689,2.350,-104.884,0.985,0.041,0.115,1031.218,33.313,40.456
151.373,-6.689,2.347,-104.874,0.986,0.039,0.113,1031.216,33.277,40.456
151.404,-6.685,2.350,-104.866,0.985,0.039,0.116,1031.216,33.277,40.773
151.440,-6.686,2.351,-104.861,0.989,0.042,0.117,1031.216,33.277,40.773
151.475,-6.686,2.350,-104.859,0.982,0.042,0.119,1031.221,33.277,40.773
151.512,-6.689,2.350,-104.856,0.984,0.041,0.114,1031.225,33.186,40.116
151.543,-6.691,2.352,-104.854,0.988,0.040,0.113,1031.225,33.186,40.116
151.575,-6.686,2.351,-104.853,0.987,0.040,0.115,1031.225,33.186,40.116
151.611,-6.684,2.350,-104.852,0.983,0.042,0.118,1031.229,33.186,40.116
151.646,-6.687,2.350,-104.846,0.983,0.043,0.116,1031.229,33.241,39.743
151.678,-6.685,2.350,-104.837,0.980,0.040,0.114,1031.231,33.241,39.743
151.713,-6.686,2.354,-104.833,0.989,0.038,0.116,1031.234,33.241,39.743
151.748,-6.685,2.351,-104.835,0.984,0.041,0.116,1031.233,33.241,39.743
151.781,-6.683,2.351,-104.837,0.982,0.041,0.117,1031.235,33.132,39.988
151.813,-6.684,2.351,-104.838,0.984,0.042,0.115,1031.237,33.132,39.988
151.847,-6.685,2.353,-104.840,0.986,0.040,0.113,1031.237,33.132,39.988
151.883,-6.681,2.355,-104.844,0.987,0.040,0.115,1031.237,33.132,39.988
151.919,-6.682,2.356,-104.840,0.985,0.042,0.118,1031.232,33.204,40.423
151.951,-6.684,2.358,-104.838,0.983,0.042,0.117,1031.237,33.204,40.423
151.986,-6.684,2.357,-104.839,0.985,0.041,0.116,1031.236,33.204,40.423
152.017,-6.683,2.359,-104.837,0.983,0.039,0.115,1031.235,33.204,40.423
152.053,-6.683,2.359,-104.836,0.988,0.041,0.116,1031.235,33.241,40.755
152.088,-6.679,2.359,-104.837,0.983,0.042,0.117,1031.234,33.241,40.755
152.120,-6.676,2.361,-104.842,0.985,0.042,0.118,1031.234,33.241,40.755
152.156,-6.679,2.363,-104.845,0.985,0.039,0.114,1031.238,33.241,40.755
152.189,-6.679,2.365,-104.842,0.984,0.040,0.114,1031.240,33.186,41.004
152.224,-6.677,2.369,-104.838,0.986,0.041,0.117,1031.240,33.186,41.004
152.255,-6.677,2.368,-104.834,0.987,0.042,0.118,1031.240,33.186,41.004
152.291,-6.680,2.365,-104.830,0.981,0.041,0.116,1031.236,33.277,40.814
152.323,-6.683,2.365,-104.827,0.982,0.039,0.115,1031.235,33.277,40.814
152.358,-6.684,2.366,-104.826,0.987,0.039,0.116,1031.236,33.277,40.814
152.394,-6.684,2.362,-104.832,0.985,0.042,0.119,1031.240,33.277,40.814
152.427,-6.687,2.361,-104.832,0.987,0.043,0.118,1031.243,33.386,40.510
152.461,-6.688,2.360,-104.831,0.985,0.041,0.115,1031.243,33.386,40.510
152.496,-6.688,2.362,-104.832,0.987,0.039,0.115,1031.243,33.386,40.510
152.528,-6.689,2.362,-104.833,0.988,0.041,0.117,1031.237,33.386,40.510
152.565,-6.685,2.359,-104.836,0.984,0.041,0.117,1031.234,33.241,40.375
152.597,-6.687,2.359,-104.835,0.982,0.042,0.118,1031.236,33.241,40.375
152.632,-6.686,2.360,-104.837,0.986,0.041,0.114,1031.238,33.241,40.375
152.662,-6.688,2.360,-104.838,0.983,0.039,0.115,1031.238,33.241,40.375
152.699,-6.686,2.357,-104.841,0.988,0.041,0.117,1031.234,33.241,39.875
152.734,-6.683,2.356,-104.842,0.984,0.042,0.119,1031.236,33.241,39.875
152.766,-6.686,2.354,-104.845,0.983,0.042,0.116,1031.230,33.241,39.875
152.801,-6.687,2.356,-104.855,0.985,0.039,0.113,1031.226,33.241,39.875
152.834,-6.685,2.356,-104.862,0.986,0.039,0.116,1031.225,33.204,39.462
152.868,-6.684,2.354,-104.866,0.986,0.042,0.118,1031.225,33.204,39.462
152.904,-6.683,2.351,-104.871,0.982,0.043,0.118,1031.224,33.204,39.462
152.935,-6.688,2.354,-104.870,0.984,0.041,0.115,1031.220,33.204,39.462
152.972,-6.689,2.355,-104.867,0.987,0.039,0.114,1031.217,33.223,40.423
153.003,-6.688,2.358,-104.870,0.986,0.040,0.117,1031.212,33.223,40.423
153.039,-6.688,2.353,-104.871,0.985,0.042,0.117,1031.206,33.223,40.423
153.073,-6.689,2.352,-104.868,0.983,0.042,0.118,1031.206,33.223,40.423
153.110,-6.689,2.352,-104.863,0.986,0.041,0.114,1031.204,33.204,41.033
153.141,-6.690,2.355,-104.859,0.988,0.040,0.114,1031.204,33.204,41.033
153.173,-6.684,2.358,-104.860,0.988,0.040,0.117,1031.199,33.204,41.033
153.210,-6.682,2.356,-104.860,0.984,0.042,0.119,1031.203,33.313,39.611
153.241,-6.682,2.357,-104.860,0.985,0.041,0.117,1031.201,33.313,39.611
153.275,-6.682,2.360,-104.861,0.986,0.038,0.113,1031.201,33.313,39.611
153.311,-6.681,2.359,-104.862,0.990,0.041,0.114,1031.202,33.313,39.611
153.348,-6.680,2.361,-104.871,0.986,0.042,0.119,1031.202,33.313,42.122
153.379,-6.679,2.361,-104.875,0.983,0.042,0.117,1031.198,33.313,42.122
153.415,-6.681,2.361,-104.883,0.982,0.040,0.115,1031.197,33.313,42.122
153.446,-6.684,2.358,-104.891,0.986,0.039,0.114,1031.192,33.313,42.122
153.481,-6.685,2.361,-104.901,0.987,0.039,0.117,1031.192,33.295,38.998
153.513,-6.683,2.358,-104.913,0.989,0.043,0.118,1031.188,33.295,38.998
153.549,-6.684,2.360,-104.920,0.981,0.042,0.116,1031.187,33.295,38.998
153.584,-6.686,2.359,-104.919,0.986,0.040,0.114,1031.190,33.295,38.998
153.617,-6.685,2.359,-104.919,0.985,0.040,0.116,1031.188,33.386,40.123
153.652,-6.684,2.357,-104.922,0.987,0.040,0.117,1031.188,33.386,40.123
153.683,-6.683,2.354,-104.923,0.988,0.042,0.118,1031.188,33.386,40.123
153.718,-6.684,2.354,-104.922,0.985,0.041,0.116,1031.186,33.386,40.123
153.754,-6.683,2.355,-104.923,0.987,0.039,0.114,1031.184,33.223,40.744
153.786,-6.683,2.356,-104.922,0.986,0.038,0.115,1031.182,33.223,40.744
153.821,-6.681,2.357,-104.924,0.986,0.041,0.117,1031.183,33.223,40.744
153.857,-6.679,2.356,-104.926,0.984,0.042,0.118,1031.182,33.223,40.744
153.888,-6.681,2.358,-104.927,0.984,0.040,0.115,1031.182,33.295,40.445
153.924,-6.684,2.359,-104.929,0.988,0.040,0.115,1031.180,33.295,40.445
153.955,-6.684,2.360,-104.928,0.986,0.040,0.116,1031.182,33.295,40.445
153.991,-6.684,2.358,-104.925,0.984,0.042,0.118,1031.185,33.277,40.445
154.028,-6.686,2.359,-104.923,0.981,0.042,0.115,1031.185,33.277,40.686
154.059,-6.684,2.363,-104.918,0.986,0.040,0.116,1031.184,33.277,40.686
154.090,-6.684,2.363,-104.912,0.984,0.038,0.113,1031.184,33.277,40.686
154.127,-6.683,2.365,-104.912,0.988,0.041,0.118,1031.179,33.313,40.518
154.162,-6.682,2.363,-104.912,0.986,0.043,0.117,1031.176,33.313,40.518
154.194,-6.680,2.363,-104.914,0.985,0.041,0.116,1031.177,33.313,40.518
154.229,-6.682,2.365,-104.913,0.987,0.039,0.114,1031.179,33.313,40.518
154.265,-6.681,2.362,-104.916,0.989,0.040,0.115,1031.179,33.277,39.948
154.297,-6.679,2.359,-104.920,0.985,0.041,0.118,1031.182,33.277,39.948
154.331,-6.677,2.357,-104.928,0.983,0.042,0.118,1031.182,33.277,39.948
154.367,-6.680,2.360,-104.930,0.984,0.041,0.114,1031.183,33.277,39.948
154.400,-6.680,2.362,-104.936,0.987,0.039,0.114,1031.185,33.277,39.363
154.431,-6.680,2.360,-104.934,0.986,0.039,0.115,1031.184,33.277,39.363
154.467,-6.678,2.358,-104.927,0.985,0.042,0.117,1031.189,33.277,39.363
154.502,-6.676,2.354,-104.927,0.980,0.042,0.116,1031.188,33.277,39.363
154.534,-6.678,2.356,-104.927,0.982,0.039,0.113,1031.188,33.223,40.255
154.569,-6.679,2.358,-104.926,0.987,0.038,0.115,1031.187,33.223,40.255
154.605,-6.676,2.356,-104.930,0.986,0.040,0.117,1031.185,33.223,40.255
154.636,-6.676,2.354,-104.931,0.989,0.042,0.118,1031.188,33.223,40.255
154.673,-6.677,2.351,-104.924,0.981,0.041,0.116,1031.191,33.295,38.957
154.705,-6.679,2.356,-104.919,0.986,0.039,0.115,1031.194,33.295,38.957
154.739,-6.679,2.356,-104.911,0.988,0.039,0.116,1031.194,33.295,38.957
154.774,-6.680,2.354,-104.910,0.985,0.042,0.118,1031.197,33.295,38.957
154.807,-6.684,2.350,-104.905,0.987,0.042,0.118,1031.200,33.404,40.017
154.842,-6.685,2.350,-104.901,0.984,0.040,0.115,1031.198,33.404,40.017
154.874,-6.684,2.348,-104.894,0.983,0.039,0.115,1031.196,33.404,40.017
154.911,-6.685,2.350,-104.890,0.988,0.040,0.117,1031.197,33.313,40.540
154.941,-6.687,2.349,-104.885,0.989,0.042,0.119,1031.197,33.313,40.540
154.976,-6.687,2.349,-104.882,0.986,0.043,0.116,1031.192,33.313,40.540
155.011,-6.687,2.352,-104.883,0.986,0.040,0.114,1031.193,33.313,40.540
155.048,-6.689,2.353,-104.885,0.987,0.039,0.115,1031.192,33.223,40.229
155.080,-6.690,2.348,-104.887,0.986,0.040,0.116,1031.192,33.223,40.229
155.115,-6.689,2.348,-104.893,0.983,0.041,0.118,1031.196,33.223,40.229
155.145,-6.690,2.350,-104.892,0.982,0.041,0.116,1031.196,33.223,40.229
155.182,-6.692,2.350,-104.894,0.988,0.040,0.116,1031.195,33.295,39.765
155.214,-6.693,2.353,-104.892,0.985,0.040,0.116,1031.195,33.295,39.765
155.249,-6.694,2.352,-104.895,0.986,0.042,0.118,1031.190,33.295,39.765
155.284,-6.695,2.351,-104.893,0.981,0.042,0.117,1031.189,33.295,39.765
155.317,-6.694,2.351,-104.890,0.983,0.041,0.116,1031.187,33.313,40.364
155.351,-6.695,2.355,-104.886,0.988,0.040,0.114,1031.187,33.313,40.364
155.387,-6.695,2.356,-104.884,0.989,0.041,0.116,1031.188,33.313,40.364
155.419,-6.690,2.352,-104.889,0.983,0.042,0.118,1031.192,33.313,40.364
155.455,-6.691,2.353,-104.890,0.983,0.042,0.117,1031.196,33.223,40.536
155.487,-6.694,2.359,-104.891,0.985,0.041,0.115,1031.198,33.223,40.536
155.522,-6.696,2.360,-104.892,0.988,0.040,0.114,1031.195,33.223,40.536
155.553,-6.693,2.359,-104.894,0.987,0.041,0.117,1031.195,33.223,40.536
155.589,-6.691,2.362,-104.900,0.989,0.042,0.116,1031.200,33.259,40.331
155.625,-6.691,2.361,-104.904,0.983,0.042,0.116,1031.199,33.259,40.331
155.657,-6.693,2.361,-104.906,0.984,0.040,0.114,1031.200,33.259,40.331
155.693,-6.696,2.362,-104.905,0.987,0.039,0.114,1031.199,33.259,40.331
155.725,-6.693,2.360,-104.915,0.989,0.041,0.120,1031.199,33.259,39.988
155.759,-6.692,2.358,-104.918,0.981,0.043,0.117,1031.199,33.259,39.988
155.794,-6.693,2.359,-104.921,0.984,0.040,0.115,1031.196,33.259,39.988
155.827,-6.693,2.355,-104.920,0.984,0.040,0.114,1031.197,33.404,39.462
155.862,-6.691,2.352,-104.919,0.987,0.041,0.117,1031.198,33.404,39.462
155.894,-6.686,2.351,-104.923,0.990,0.042,0.119,1031.199,33.404,39.462
155.929,-6.688,2.350,-104.927,0.982,0.042,0.116,1031.199,33.404,39.462
155.964,-6.690,2.353,-104.925,0.987,0.040,0.114,1031.199,33.349,40.240
155.996,-6.689,2.354,-104.924,0.985,0.039,0.113,1031.200,33.349,40.240
156.031,-6.686,2.352,-104.924,0.986,0.041,0.116,1031.200,33.349,40.240
156.067,-6.683,2.349,-104.924,0.982,0.042,0.118,1031.200,33.349,40.240
156.100,-6.686,2.352,-104.923,0.983,0.041,0.115,1031.201,33.349,40.452
156.132,-6.688,2.357,-104.923,0.981,0.039,0.114,1031.205,33.349,40.452
156.166,-6.689,2.354,-104.921,0.987,0.039,0.116,1031.205,33.349,40.452
156.202,-6.686,2.352,-104.924,0.985,0.042,0.118,1031.204,33.349,40.452
156.238,-6.688,2.352,-104.922,0.981,0.042,0.117,1031.204,33.259,40.214
156.270,-6.687,2.355,-104.915,0.984,0.041,0.115,1031.211,33.259,40.214
156.305,-6.689,2.357,-104.907,0.988,0.040,0.115,1031.210,33.259,40.214
156.337,-6.688,2.356,-104.906,0.988,0.041,0.116,1031.212,33.259,40.214
156.372,-6.683,2.355,-104.908,0.983,0.042,0.118,1031.212,33.277,38.402
156.404,-6.682,2.357,-104.904,0.984,0.041,0.115,1031.213,33.277,38.402
156.439,-6.681,2.357,-104.900,0.986,0.039,0.114,1031.209,33.277,38.402
156.475,-6.681,2.355,-104.894,0.990,0.041,0.114,1031.213,33.277,38.402
156.507,-6.681,2.351,-104.891,0.987,0.042,0.118,1031.212,33.277,38.873
156.543,-6.681,2.348,-104.887,0.983,0.043,0.116,1031.215,33.277,38.873
156.573,-6.678,2.347,-104.882,0.985,0.040,0.115,1031.215,33.277,38.873
156.610,-6.678,2.346,-104.879,0.988,0.039,0.113,1031.216,33.241,40.287
156.642,-6.673,2.347,-104.878,0.986,0.041,0.117,1031.222,33.241,40.287
156.677,-6.675,2.346,-104.875,0.984,0.042,0.119,1031.223,33.241,40.287
156.713,-6.678,2.346,-104.868,0.983,0.042,0.116,1031.227,33.241,40.287
156.745,-6.679,2.346,-104.863,0.983,0.039,0.114,1031.227,33.368,40.119
156.781,-6.680,2.348,-104.856,0.987,0.040,0.115,1031.223,33.368,40.119
156.811,-6.680,2.346,-104.853,0.986,0.042,0.119,1031.223,33.368,40.119
156.846,-6.682,2.348,-104.848,0.987,0.042,0.118,1031.226,33.368,40.119
156.883,-6.685,2.347,-104.842,0.984,0.040,0.116,1031.221,33.386,40.770
156.915,-6.687,2.349,-104.839,0.986,0.038,0.114,1031.222,33.386,40.770
156.950,-6.686,2.348,-104.835,0.989,0.040,0.116,1031.221,33.386,40.770
156.980,-6.685,2.346,-104.832,0.988,0.043,0.119,1031.221,33.386,40.770
157.020,-6.684,2.343,-104.830,0.984,0.042,0.117,1031.220,33.223,40.218
157.052,-6.684,2.347,-104.826,0.985,0.040,0.114,1031.220,33.223,40.218
157.084,-6.683,2.351,-104.828,0.984,0.040,0.116,1031.217,33.223,40.218
157.119,-6.686,2.348,-104.823,0.986,0.041,0.116,1031.217,33.223,40.218
157.156,-6.685,2.349,-104.819,0.984,0.042,0.118,1031.213,33.295,39.809
157.187,-6.688,2.349,-104.816,0.984,0.041,0.116,1031.213,33.295,39.809
157.222,-6.692,2.352,-104.814,0.988,0.038,0.115,1031.211,33.295,39.809
157.257,-6.694,2.352,-104.813,0.988,0.039,0.117,1031.212,33.295,39.809
157.290,-6.694,2.349,-104.812,0.988,0.042,0.118,1031.214,33.241,40.273
157.325,-6.693,2.348,-104.808,0.983,0.043,0.117,1031.212,33.241,40.273
157.357,-6.694,2.356,-104.802,0.985,0.040,0.114,1031.212,33.241,40.273
157.393,-6.693,2.356,-104.799,0.988,0.039,0.117,1031.210,33.241,40.273
157.424,-6.694,2.354,-104.796,0.987,0.041,0.116,1031.210,33.241,40.266
157.460,-6.692,2.355,-104.796,0.982,0.043,0.119,1031.211,33.241,40.266
157.495,-6.693,2.355,-104.791,0.985,0.041,0.116,1031.210,33.241,40.266
157.528,-6.693,2.355,-104.792,0.983,0.040,0.114,1031.208,33.223,40.298
157.563,-6.695,2.357,-104.791,0.988,0.038,0.115,1031.210,33.223,40.298
157.594,-6.694,2.353,-104.795,0.984,0.042,0.117,1031.210,33.223,40.298
157.629,-6.692,2.350,-104.795,0.984,0.041,0.116,1031.209,33.223,40.298
157.666,-6.693,2.346,-104.799,0.986,0.041,0.115,1031.209,33.277,39.856
157.698,-6.694,2.346,-104.807,0.987,0.039,0.114,1031.210,33.277,39.856
157.732,-6.693,2.346,-104.818,0.988,0.040,0.118,1031.210,33.277,39.856
157.764,-6.694,2.344,-104.825,0.987,0.042,0.118,1031.209,33.277,39.856
157.800,-6.692,2.342,-104.833,0.984,0.042,0.116,1031.208,33.331,41.296
157.831,-6.692,2.345,-104.837,0.983,0.040,0.114,1031.208,33.331,41.296
157.866,-6.691,2.346,-104.842,0.985,0.039,0.115,1031.207,33.331,41.296
157.901,-6.691,2.342,-104.852,0.985,0.042,0.118,1031.205,33.331,41.296
157.938,-6.690,2.340,-104.857,0.985,0.042,0.116,1031.204,33.277,39.261
157.970,-6.690,2.344,-104.863,0.984,0.040,0.115,1031.207,33.277,39.261
158.005,-6.688,2.343,-104.872,0.988,0.038,0.115,1031.211,33.277,39.261
158.035,-6.689,2.341,-104.882,0.988,0.041,0.117,1031.211,33.277,39.261
158.072,-6.688,2.342,-104.891,0.984,0.041,0.119,1031.208,33.349,40.551
158.104,-6.692,2.338,-104.892,0.985,0.041,0.117,1031.209,33.349,40.551
158.139,-6.693,2.339,-104.892,0.986,0.039,0.115,1031.206,33.349,40.551
158.175,-6.695,2.338,-104.889,0.989,0.038,0.116,1031.205,33.349,40.551
158.208,-6.695,2.336,-104.889,0.988,0.042,0.118,1031.202,33.349,40.942
158.242,-6.694,2.335,-104.889,0.983,0.042,0.117,1031.202,33.349,40.942
158.277,-6.697,2.338,-104.887,0.986,0.041,0.115,1031.201,33.349,40.942
158.309,-6.696,2.341,-104.883,0.983,0.039,0.114,1031.202,33.331,40.942
158.345,-6.695,2.342,-104.882,0.986,0.040,0.116,1031.202,33.331,40.346
158.377,-6.695,2.339,-104.882,0.984,0.042,0.118,1031.208,33.331,40.346
158.413,-6.695,2.343,-104.886,0.984,0.042,0.116,1031.209,33.331,40.346
158.444,-6.697,2.345,-104.890,0.982,0.039,0.115,1031.209,33.223,40.324
158.479,-6.701,2.345,-104.893,0.989,0.039,0.115,1031.213,33.223,40.324
158.515,-6.699,2.342,-104.895,0.986,0.042,0.119,1031.216,33.223,40.324
158.547,-6.699,2.341,-104.898,0.987,0.042,0.118,1031.216,33.223,40.324
158.583,-6.700,2.341,-104.895,0.984,0.040,0.116,1031.214,33.277,39.469
158.615,-6.702,2.341,-104.891,0.982,0.038,0.115,1031.216,33.277,39.469
158.649,-6.703,2.342,-104.886,0.987,0.041,0.116,1031.216,33.277,39.469
158.685,-6.702,2.343,-104.886,0.984,0.043,0.117,1031.215,33.277,39.469
158.717,-6.700,2.344,-104.886,0.986,0.042,0.116,1031.215,33.349,39.104
158.753,-6.703,2.346,-104.882,0.986,0.040,0.117,1031.214,33.349,39.104
158.784,-6.705,2.344,-104.876,0.985,0.041,0.115,1031.215,33.349,39.104
158.820,-6.706,2.344,-104.875,0.987,0.042,0.117,1031.217,33.349,39.104
158.855,-6.704,2.342,-104.883,0.982,0.043,0.117,1031.217,33.277,40.251
158.887,-6.707,2.345,-104.882,0.985,0.041,0.114,1031.211,33.277,40.251
158.922,-6.706,2.347,-104.881,0.987,0.039,0.114,1031.210,33.277,40.251
158.957,-6.706,2.348,-104.884,0.989,0.040,0.117,1031.207,33.277,40.251
158.990,-6.704,2.348,-104.883,0.989,0.041,0.117,1031.208,33.277,40.883
159.025,-6.700,2.349,-104.882,0.982,0.042,0.115,1031.207,33.277,40.883
159.056,-6.700,2.350,-104.877,0.985,0.040,0.114,1031.207,33.277,40.883
159.091,-6.700,2.351,-104.875,0.990,0.039,0.115,1031.208,33.277,40.883
159.128,-6.700,2.347,-104.868,0.986,0.040,0.117,1031.211,33.277,39.582
159.160,-6.697,2.345,-104.866,0.984,0.044,0.117,1031.210,33.277,39.582
159.195,-6.698,2.348,-104.859,0.983,0.042,0.116,1031.212,33.277,39.582
159.228,-6.698,2.348,-104.858,0.983,0.039,0.114,1031.211,33.241,40.719
159.262,-6.699,2.345,-104.855,0.988,0.041,0.117,1031.211,33.241,40.719
159.297,-6.697,2.344,-104.856,0.984,0.041,0.117,1031.207,33.241,40.719
159.329,-6.699,2.340,-104.855,0.984,0.041,0.115,1031.202,33.241,40.719
159.366,-6.697,2.341,-104.854,0.985,0.041,0.116,1031.202,33.259,40.452
159.398,-6.697,2.341,-104.857,0.987,0.038,0.115,1031.202,33.259,40.452
159.433,-6.698,2.337,-104.865,0.986,0.041,0.118,1031.204,33.259,40.452
159.463,-6.698,2.337,-104.871,0.988,0.042,0.117,1031.204,33.259,40.452
159.496,-6.696,2.337,-104.878,0.983,0.040,0.118,1031.201,33.277,39.608
159.527,-6.696,2.337,-104.883,0.984,0.042,0.118,1031.204,33.277,39.608
159.559,-6.699,2.338,-104.884,0.986,0.040,0.114,1031.205,33.277,39.608
159.595,-6.696,2.339,-104.889,0.989,0.039,0.116,1031.208,33.277,39.608
159.627,-6.695,2.336,-104.891,0.986,0.042,0.117,1031.208,33.331,39.465
159.662,-6.693,2.339,-104.893,0.982,0.042,0.119,1031.210,33.331,39.465
159.694,-6.694,2.340,-104.893,0.983,0.041,0.116,1031.209,33.331,39.465
159.729,-6.697,2.342,-104.893,0.987,0.039,0.114,1031.208,33.331,39.465
159.765,-6.695,2.342,-104.893,0.990,0.040,0.116,1031.209,33.313,42.096
159.797,-6.691,2.342,-104.891,0.984,0.041,0.118,1031.210,33.313,42.096
159.831,-6.692,2.341,-104.885,0.983,0.042,0.117,1031.210,33.313,42.096
159.866,-6.692,2.345,-104.876,0.986,0.040,0.114,1031.210,33.313,42.096
159.899,-6.693,2.344,-104.870,0.984,0.040,0.116,1031.208,33.277,39.827
159.934,-6.692,2.343,-104.863,0.988,0.041,0.118,1031.209,33.277,39.827
159.966,-6.693,2.338,-104.856,0.986,0.042,0.117,1031.206,33.277,39.827
160.001,-6.693,2.338,-104.848,0.982,0.040,0.115,1031.205,33.277,39.827
160.037,-6.698,2.337,-104.840,0.985,0.040,0.114,1031.205,33.223,40.178
